pond_id,culture_system,water_source,aeration_class,stocking_density_class,water_temperature_c,ph,do_min_night_mg_l,do_max_day_mg_l,salinity_ppt,ammonia_mg_l,nitrite_mg_l,alkalinity_mg_l,turbidity_index,avg_body_weight_g,biomass_density_kg_m2,feed_input_kg_day,fcr,survival_pct,daily_mortality_count,behavioral_stress_index,gut_condition_score,molting_irregularity_flag,growth_deviation_index,disease_risk_level,suspected_condition,treatment_applied,treatment_intensity_class,treatment_response_score,crop_health_status,harvest_viability_flag,economic_risk_index
163,Intensive,Borewell,High,Medium,29.05,8.32,4.78,6.64,28.5,0.278,0.586,173.7,44.2,17.24,2.13,47.6,1.22,78.6,7,6,5,1,1.33,Moderate,Multifactorial,Probiotic,4,0.82,Stable,0,0.38
295,Intensive,Borewell,Medium,Low,28.7,8.11,3.15,7.47,7.5,0.181,0.439,165.3,51.7,14.29,1.0,61.5,1.62,72.2,0,5,8,0,1.11,Low,Bacterial Load,Carbon Dosing,1,0.38,Stressed,1,0.83
292,Biofloc,Canal,Low,High,31.77,7.24,3.81,5.91,9.0,0.168,0.039,118.8,55.2,25.26,0.72,160.5,1.94,87.9,10,5,7,0,1.1,Moderate,Growth Retardation,Carbon Dosing,4,0.69,Stable,0,0.34
65,Biofloc,Reservoir,Medium,High,31.29,8.38,4.13,5.6,23.5,0.023,0.561,176.8,41.9,27.44,2.05,123.0,2.04,94.8,4,7,1,0,0.75,Low,Environmental Stress,Probiotic,2,0.75,Stressed,1,0.47
3,Semi-intensive,Borewell,Low,Low,27.06,7.25,3.37,8.05,8.5,0.329,0.58,116.4,51.1,8.91,1.27,132.7,1.42,61.2,5,7,9,0,0.94,High,Growth Retardation,None,2,0.68,Failing,0,0.59
194,Biofloc,Canal,Low,Low,28.04,7.6,3.28,5.55,9.1,0.393,0.524,163.1,39.4,21.22,1.58,62.0,1.73,84.2,7,6,3,0,1.27,High,Environmental Stress,None,2,0.45,Stressed,0,0.63
56,Biofloc,Reservoir,Low,Medium,31.6,8.18,3.28,7.51,22.6,0.109,0.119,124.6,50.1,20.09,0.87,108.9,2.19,73.6,3,9,2,0,1.36,Low,Parasitic Stress,Probiotic,1,0.65,Failing,1,0.33
169,Biofloc,Reservoir,Medium,Medium,28.17,8.44,4.03,6.24,14.2,0.274,0.065,104.2,43.8,10.58,2.18,94.9,1.45,63.6,3,5,3,1,0.83,Low,Parasitic Stress,Mineral Correction,1,0.38,Stressed,1,0.84
253,Semi-intensive,Borewell,Medium,Low,26.9,7.61,4.45,6.21,29.2,0.413,0.33,97.9,50.3,11.84,1.9,93.9,1.61,67.2,10,8,8,0,1.23,Moderate,Multifactorial,Carbon Dosing,1,0.33,Stressed,0,0.28
256,Biofloc,Borewell,Medium,Medium,31.37,8.45,2.93,5.89,28.8,0.496,0.665,129.5,31.9,14.35,1.69,178.5,2.35,92.6,6,9,3,0,1.33,High,Growth Retardation,Mineral Correction,3,0.45,Stable,0,0.42
90,Intensive,Reservoir,High,High,30.35,7.43,4.7,7.72,20.8,0.347,0.611,107.1,39.4,25.35,1.74,157.3,2.06,89.1,0,5,2,0,1.35,Moderate,Bacterial Load,Carbon Dosing,3,0.35,Stable,1,0.78
201,Intensive,Borewell,Medium,Medium,29.4,8.38,5.12,8.07,13.0,0.121,0.35,111.0,29.7,20.12,1.15,65.6,1.42,81.4,4,7,8,0,0.74,Low,Parasitic Stress,None,3,0.73,Failing,0,0.24
203,Biofloc,Borewell,Low,High,30.09,7.69,4.1,7.38,19.7,0.388,0.396,171.3,47.0,9.36,2.15,47.2,2.14,67.5,5,7,3,0,0.96,Low,Environmental Stress,Water Exchange,1,0.76,Stressed,0,0.24
191,Semi-intensive,Reservoir,High,Low,28.22,7.84,3.81,7.57,28.0,0.048,0.151,152.1,57.2,16.59,1.21,43.7,1.97,87.6,5,6,1,0,0.89,Low,Multifactorial,Water Exchange,3,0.59,Failing,1,0.27
124,Biofloc,Canal,Medium,Low,27.82,8.25,3.95,6.95,15.1,0.038,0.342,93.5,20.1,14.38,0.99,89.9,1.54,84.2,1,8,4,1,0.77,Low,Environmental Stress,None,4,0.67,Stable,1,0.36
18,Intensive,Reservoir,Low,High,26.87,7.39,3.98,6.43,27.4,0.313,0.368,164.2,51.6,24.26,0.98,125.6,2.26,71.4,1,6,5,0,1.36,Moderate,Bacterial Load,Mineral Correction,2,0.85,Stable,1,0.34
103,Semi-intensive,Borewell,Medium,High,29.07,8.1,4.06,7.9,21.2,0.271,0.746,82.3,44.2,17.65,1.42,163.4,1.15,84.2,0,3,5,1,0.83,Low,Bacterial Load,Water Exchange,3,0.34,Stable,1,0.51
63,Intensive,Borewell,Medium,Medium,31.21,7.99,3.07,8.11,26.7,0.24,0.45,110.8,28.4,13.87,0.9,170.3,1.49,63.2,4,2,3,0,0.77,Low,Bacterial Load,Probiotic,3,0.92,Stable,0,0.25
58,Biofloc,Reservoir,Medium,High,30.36,7.83,4.01,6.19,6.8,0.339,0.272,123.5,41.2,9.13,1.95,148.8,2.2,89.2,9,5,3,0,1.28,Moderate,Parasitic Stress,Probiotic,3,0.83,Stable,1,0.54
223,Semi-intensive,Borewell,Medium,Low,31.04,7.42,3.28,7.76,23.9,0.208,0.601,165.8,24.8,14.57,1.82,41.4,2.17,71.0,3,2,4,0,0.91,Moderate,Environmental Stress,Carbon Dosing,2,0.86,Stressed,0,0.73
10,Semi-intensive,Reservoir,Low,Low,29.41,7.79,4.04,7.77,17.7,0.028,0.719,161.5,58.6,14.95,1.99,66.3,1.28,72.8,5,6,8,0,1.21,Low,Environmental Stress,Mineral Correction,1,0.38,Failing,1,0.35
78,Biofloc,Borewell,Low,High,31.9,7.84,3.25,7.87,9.8,0.132,0.257,145.8,22.5,16.83,2.09,170.2,1.17,92.3,4,3,2,0,1.0,Low,Bacterial Load,Carbon Dosing,4,0.51,Stable,0,0.6
6,Semi-intensive,Reservoir,Low,Low,26.43,8.41,3.87,7.7,25.2,0.1,0.672,111.4,55.3,26.07,1.37,117.8,1.95,86.1,5,5,1,0,1.09,Moderate,Bacterial Load,Probiotic,2,0.68,Failing,1,0.75
246,Intensive,Reservoir,Medium,Medium,28.67,8.13,5.47,7.15,15.6,0.107,0.032,132.6,28.4,18.3,1.21,106.9,1.82,63.5,4,3,3,0,0.77,Low,Multifactorial,Carbon Dosing,2,0.64,Stressed,1,0.87
153,Biofloc,Reservoir,Medium,Medium,27.92,8.4,3.79,7.55,17.4,0.243,0.371,144.5,49.4,24.2,0.62,164.9,1.99,60.9,2,5,2,0,0.8,Low,Growth Retardation,None,4,0.96,Failing,0,0.33
299,Intensive,Borewell,Low,Medium,27.12,8.04,3.44,7.19,26.0,0.248,0.314,123.9,55.5,16.4,0.67,80.3,1.5,91.9,2,5,9,0,1.23,Low,Multifactorial,Probiotic,1,0.46,Stressed,0,0.28
122,Biofloc,Canal,High,Low,31.1,7.45,3.86,6.62,5.7,0.216,0.602,130.6,35.9,24.85,1.91,145.5,1.98,94.7,1,5,2,1,1.2,Moderate,Growth Retardation,Mineral Correction,1,0.96,Stressed,0,0.82
120,Intensive,Reservoir,High,High,29.12,7.6,3.74,6.44,17.8,0.152,0.239,159.1,56.3,25.45,0.94,73.8,1.21,77.5,0,4,4,1,0.75,Low,Multifactorial,Water Exchange,4,0.48,Stable,1,0.32
252,Biofloc,Borewell,Low,High,28.56,8.44,4.99,7.24,29.1,0.25,0.687,136.5,51.4,9.18,1.41,120.1,1.13,72.3,6,5,2,0,1.05,Moderate,Growth Retardation,Mineral Correction,3,0.38,Failing,0,0.58
52,Intensive,Canal,Medium,Low,29.95,8.32,3.32,7.35,22.6,0.278,0.251,162.1,56.0,27.79,1.36,50.3,1.17,93.8,1,5,5,0,1.14,Low,Parasitic Stress,None,2,0.52,Stressed,1,0.53
254,Intensive,Reservoir,Medium,High,26.19,7.63,4.7,7.01,6.3,0.256,0.333,162.5,25.8,18.92,1.8,177.9,1.6,77.4,1,7,3,0,0.95,Low,Bacterial Load,Carbon Dosing,2,0.57,Stressed,0,0.69
115,Semi-intensive,Canal,High,Low,28.78,7.78,4.58,5.97,12.8,0.418,0.686,102.5,51.5,9.99,1.1,87.3,2.01,71.1,5,7,4,0,0.97,Moderate,Parasitic Stress,Probiotic,2,0.98,Failing,1,0.49
9,Biofloc,Reservoir,Medium,Medium,26.88,7.7,5.05,7.0,6.7,0.195,0.534,96.6,33.1,24.94,0.79,128.3,2.15,63.4,2,9,9,0,1.11,Low,Bacterial Load,Carbon Dosing,3,0.64,Stable,0,0.27
70,Biofloc,Reservoir,High,High,26.2,7.9,3.72,5.96,16.0,0.215,0.658,170.5,32.7,23.97,0.82,82.7,1.7,66.7,12,2,8,0,1.24,High,Multifactorial,None,4,0.36,Failing,1,0.6
169,Semi-intensive,Canal,Low,Medium,29.61,7.55,4.62,7.15,5.3,0.385,0.398,82.5,45.1,17.1,0.69,93.7,1.84,89.1,5,8,3,0,1.2,Low,Multifactorial,Water Exchange,2,0.77,Failing,0,0.31
127,Semi-intensive,Canal,Medium,Low,30.23,8.49,4.03,7.24,7.7,0.223,0.384,127.2,28.2,11.88,1.67,115.9,2.0,82.7,0,8,9,1,1.23,Low,Bacterial Load,Carbon Dosing,2,0.71,Stressed,0,0.72
161,Biofloc,Canal,Medium,High,28.52,7.58,3.53,7.55,26.9,0.278,0.2,119.1,41.2,8.32,2.19,45.0,1.68,71.2,6,8,1,0,1.33,Moderate,Growth Retardation,Water Exchange,1,0.56,Stressed,1,0.66
62,Intensive,Reservoir,Medium,Low,30.39,7.97,5.23,6.27,27.9,0.156,0.378,153.6,50.6,25.83,1.76,83.2,2.03,64.9,1,4,3,0,0.85,Low,Bacterial Load,Probiotic,1,0.47,Failing,1,0.64
278,Intensive,Canal,Medium,Medium,27.47,8.3,4.95,7.49,21.6,0.018,0.221,107.1,44.4,23.62,1.09,121.0,1.74,90.3,3,5,4,0,1.23,Low,Bacterial Load,Probiotic,4,0.36,Stable,1,0.44
123,Intensive,Borewell,Medium,Low,31.11,8.02,5.46,6.9,7.4,0.131,0.426,171.0,55.4,11.19,2.15,70.6,1.43,65.3,2,2,9,0,0.97,Low,Multifactorial,Probiotic,4,0.89,Failing,1,0.78
126,Biofloc,Reservoir,High,High,26.55,7.6,4.16,7.43,25.2,0.244,0.536,171.0,54.4,9.07,1.12,149.6,1.92,64.7,7,6,1,1,1.38,Moderate,Growth Retardation,Carbon Dosing,2,0.62,Stable,1,0.72
270,Biofloc,Canal,Low,High,31.06,7.24,3.24,5.94,26.1,0.294,0.083,85.7,31.2,15.89,1.94,89.1,1.12,61.1,3,7,9,1,0.71,Low,Bacterial Load,Probiotic,4,0.89,Stable,1,0.21
205,Intensive,Reservoir,High,High,28.21,8.43,3.34,6.26,10.4,0.285,0.43,174.8,32.4,11.22,1.48,152.5,2.03,61.7,3,4,4,0,1.4,Low,Multifactorial,None,1,0.61,Stable,0,0.49
213,Intensive,Canal,Medium,Medium,27.73,8.28,3.44,7.3,27.0,0.144,0.45,81.0,53.3,26.77,1.01,121.6,1.62,91.4,4,6,9,0,1.01,Low,Environmental Stress,None,1,0.97,Failing,0,0.58
60,Intensive,Reservoir,Low,Low,27.8,7.56,4.85,7.29,5.3,0.184,0.333,157.1,31.8,20.17,0.73,155.2,1.25,92.5,11,2,9,0,0.86,Low,Bacterial Load,Probiotic,4,0.41,Failing,0,0.26
107,Biofloc,Canal,High,High,27.74,8.36,5.16,5.72,16.5,0.312,0.573,127.9,31.9,18.77,2.16,139.6,1.33,60.0,0,4,9,0,1.14,Moderate,Bacterial Load,Water Exchange,2,0.38,Failing,0,0.47
140,Biofloc,Reservoir,High,Low,26.81,8.15,5.02,7.12,10.0,0.307,0.401,110.8,54.5,24.08,1.24,96.0,1.94,85.6,7,1,2,1,0.81,Moderate,Environmental Stress,Carbon Dosing,2,0.53,Stressed,1,0.46
260,Biofloc,Borewell,Medium,Low,28.33,7.51,3.46,5.52,16.6,0.207,0.57,122.1,51.6,8.26,1.75,101.6,1.84,73.7,3,6,9,0,1.28,Moderate,Bacterial Load,Probiotic,4,0.45,Stable,1,0.25
192,Semi-intensive,Borewell,Low,Low,31.42,7.91,4.81,6.38,29.3,0.064,0.077,165.3,25.3,25.04,0.81,123.9,1.38,68.1,0,6,8,0,1.26,Low,Bacterial Load,Water Exchange,3,0.62,Stable,1,0.74
34,Intensive,Borewell,Low,Low,29.33,7.65,3.08,6.52,9.7,0.098,0.242,134.0,42.2,12.16,1.32,179.5,1.35,80.1,7,5,8,1,0.89,Moderate,Parasitic Stress,Probiotic,1,0.43,Failing,1,0.29
120,Semi-intensive,Borewell,Low,High,27.85,7.53,4.19,7.57,21.8,0.244,0.258,155.9,27.0,11.57,0.76,115.5,1.4,87.4,0,3,6,1,1.02,Low,Growth Retardation,None,3,0.7,Stressed,1,0.82
271,Intensive,Reservoir,Medium,Medium,29.29,7.53,2.88,8.09,12.3,0.057,0.395,170.7,43.5,9.55,0.61,46.2,2.29,63.2,5,5,8,0,0.85,Low,Parasitic Stress,Water Exchange,1,0.69,Failing,0,0.88
218,Biofloc,Reservoir,High,Low,29.4,8.22,4.28,5.51,23.3,0.264,0.413,90.2,57.4,17.13,1.48,117.5,2.34,77.6,7,2,3,0,0.95,Low,Bacterial Load,Carbon Dosing,1,0.54,Stressed,0,0.69
189,Intensive,Borewell,Medium,Medium,29.12,7.24,4.61,7.05,28.8,0.241,0.492,143.3,33.4,13.28,0.83,106.6,1.91,64.6,0,6,2,0,1.1,Low,Multifactorial,Carbon Dosing,2,0.87,Stable,0,0.34
10,Semi-intensive,Reservoir,High,High,27.3,8.41,5.09,5.91,29.1,0.18,0.088,150.5,24.0,8.0,1.69,172.4,1.24,88.7,4,6,8,0,0.92,Low,Parasitic Stress,Mineral Correction,2,0.98,Stressed,1,0.86
277,Biofloc,Canal,Medium,Low,30.82,8.02,4.33,6.68,10.2,0.265,0.372,87.7,58.8,13.29,1.79,156.3,1.45,70.7,6,7,4,0,1.0,Low,Bacterial Load,Probiotic,1,0.81,Failing,0,0.7
213,Intensive,Borewell,High,Low,28.14,7.69,3.35,7.32,18.1,0.264,0.125,143.3,25.7,27.69,0.93,43.6,1.75,85.6,4,5,9,0,0.72,Low,Bacterial Load,Water Exchange,2,0.54,Stable,1,0.65
293,Semi-intensive,Reservoir,High,Medium,26.44,8.04,3.68,6.66,26.1,0.021,0.344,142.5,41.9,23.09,0.65,141.0,1.55,68.1,6,2,1,0,0.9,Moderate,Bacterial Load,None,2,0.93,Stressed,0,0.59
25,Biofloc,Borewell,Medium,Low,27.79,7.53,4.44,6.87,14.2,0.104,0.309,111.0,43.1,27.94,0.73,152.1,1.37,79.3,1,5,9,0,0.91,Low,Parasitic Stress,Mineral Correction,4,0.91,Stable,1,0.49
54,Intensive,Reservoir,Medium,High,31.09,7.41,5.36,5.8,19.2,0.21,0.459,122.9,47.7,26.66,0.89,153.3,2.14,90.3,0,8,3,0,1.2,Low,Growth Retardation,Water Exchange,2,0.63,Stable,0,0.7
142,Semi-intensive,Borewell,Low,High,30.87,7.94,3.3,6.77,16.3,0.415,0.616,87.2,57.1,8.44,0.89,89.5,1.95,88.1,3,7,9,1,0.82,High,Bacterial Load,Mineral Correction,3,0.96,Stable,0,0.66
240,Biofloc,Borewell,High,Medium,27.07,7.68,4.06,7.3,19.8,0.1,0.576,104.5,52.3,8.46,1.82,158.8,1.26,80.9,3,5,8,0,1.26,Low,Growth Retardation,Mineral Correction,1,0.33,Stable,0,0.9
58,Biofloc,Borewell,Low,High,28.29,7.26,4.81,5.71,16.8,0.091,0.139,140.9,44.7,8.06,1.07,65.9,1.16,93.6,8,5,4,0,0.71,Low,Multifactorial,None,2,0.76,Failing,0,0.43
63,Semi-intensive,Reservoir,Low,Low,26.95,8.29,4.14,7.44,25.9,0.331,0.11,126.1,33.3,8.02,0.61,175.4,1.26,85.7,2,2,9,0,0.78,Low,Parasitic Stress,None,2,0.83,Stable,0,0.68
183,Semi-intensive,Borewell,Low,Medium,31.57,7.46,4.64,7.44,9.3,0.197,0.48,99.9,41.3,18.57,0.81,168.9,1.91,83.9,2,6,3,0,1.31,Low,Multifactorial,Mineral Correction,1,0.4,Stressed,1,0.9
220,Biofloc,Reservoir,High,High,26.32,8.44,4.21,5.97,29.2,0.353,0.788,83.7,31.6,14.52,1.75,56.9,1.27,63.0,7,7,7,0,1.12,High,Multifactorial,Mineral Correction,1,0.45,Stable,1,0.32
292,Intensive,Canal,Medium,Medium,28.23,7.99,4.08,5.65,9.9,0.512,0.363,105.6,31.9,17.18,1.84,95.9,2.09,86.4,0,1,1,0,1.37,Low,Parasitic Stress,None,3,0.52,Stressed,0,0.48
126,Biofloc,Reservoir,Medium,High,31.35,7.8,4.94,7.86,23.1,0.643,0.384,104.9,28.3,26.13,1.73,168.0,1.43,81.2,2,2,6,0,1.14,Low,Environmental Stress,Probiotic,3,0.5,Stable,1,0.82
229,Semi-intensive,Reservoir,High,Low,31.63,7.79,3.47,5.78,19.6,0.264,0.072,150.5,38.4,11.5,2.07,107.9,1.74,68.8,3,6,1,0,1.01,Low,Growth Retardation,Water Exchange,3,0.78,Stable,1,0.74
60,Semi-intensive,Borewell,High,Low,29.45,7.94,3.78,7.74,11.0,0.382,0.395,177.7,54.7,14.92,0.95,67.7,1.54,83.4,6,3,9,0,1.33,High,Bacterial Load,Probiotic,2,0.49,Stressed,1,0.88
134,Intensive,Reservoir,High,Low,29.98,7.51,4.08,7.01,22.9,0.035,0.408,102.6,36.6,13.5,1.53,89.0,1.6,92.3,9,2,2,0,1.21,Low,Bacterial Load,Water Exchange,1,0.41,Stable,1,0.49
247,Semi-intensive,Canal,Medium,Low,29.19,7.55,3.77,7.13,17.2,0.188,0.263,161.8,59.9,27.2,2.19,55.9,1.48,66.7,0,3,8,0,1.01,Low,Growth Retardation,Carbon Dosing,1,0.48,Stable,0,0.51
193,Intensive,Borewell,Medium,Low,29.38,7.35,3.7,6.08,7.1,0.125,0.464,161.1,25.3,27.61,1.65,108.3,1.19,60.8,7,5,4,1,0.87,Moderate,Multifactorial,None,2,0.48,Stable,0,0.37
56,Biofloc,Borewell,Low,Medium,30.65,7.91,4.42,7.11,21.9,0.253,0.403,146.8,37.4,21.94,0.98,141.1,2.27,81.0,4,6,9,0,1.3,Low,Growth Retardation,Carbon Dosing,4,0.79,Stressed,0,0.39
40,Semi-intensive,Canal,High,Low,30.44,8.06,4.57,8.19,9.6,0.181,0.219,159.8,54.4,24.04,1.78,65.5,1.93,92.0,1,1,3,0,1.05,Low,Multifactorial,Carbon Dosing,3,0.92,Stressed,1,0.53
252,Intensive,Reservoir,Medium,Medium,31.94,7.69,2.86,6.08,25.8,0.051,0.046,159.3,58.0,19.56,1.03,148.9,1.6,81.3,4,4,4,0,1.19,Low,Bacterial Load,Carbon Dosing,3,0.87,Stressed,1,0.78
28,Semi-intensive,Reservoir,High,Medium,31.65,7.25,5.16,7.25,13.2,0.396,0.358,150.2,23.6,23.62,1.66,105.5,1.61,85.9,7,4,7,0,1.03,Moderate,Multifactorial,None,1,0.44,Stressed,0,0.72
149,Semi-intensive,Reservoir,Low,Medium,27.91,8.44,5.05,6.98,27.9,0.186,0.563,101.6,23.1,26.31,1.0,75.5,2.34,80.5,0,5,9,0,1.25,Low,Bacterial Load,Mineral Correction,1,0.33,Stable,0,0.24
23,Semi-intensive,Borewell,High,Medium,30.16,7.57,5.35,6.43,15.4,0.169,0.229,153.2,29.7,27.47,1.44,172.1,1.35,90.9,0,1,2,0,1.39,Low,Multifactorial,None,2,0.45,Stressed,0,0.39
214,Semi-intensive,Reservoir,Low,Low,30.67,8.1,5.46,7.12,15.7,0.324,0.146,124.3,43.5,9.55,1.6,149.5,1.99,60.5,2,7,2,1,0.95,Low,Bacterial Load,Carbon Dosing,4,0.83,Failing,1,0.55
129,Biofloc,Canal,Low,Low,27.42,8.01,4.22,7.27,24.3,0.21,0.514,165.5,48.8,23.78,1.92,46.8,1.48,93.7,2,2,5,0,0.76,Low,Multifactorial,Carbon Dosing,3,0.45,Stressed,0,0.2
174,Semi-intensive,Canal,Low,Medium,26.98,8.32,4.53,6.1,27.2,0.224,0.189,176.9,25.5,17.06,0.67,90.9,1.8,90.2,5,7,2,0,1.0,Low,Multifactorial,Carbon Dosing,1,0.44,Stressed,1,0.23
3,Biofloc,Reservoir,High,Low,31.36,7.9,2.81,7.77,6.0,0.671,0.551,87.5,49.9,13.1,0.97,141.2,1.87,62.3,3,5,6,0,1.38,High,Environmental Stress,None,1,0.7,Failing,1,0.9
15,Intensive,Reservoir,Medium,Medium,27.68,8.13,5.47,7.53,16.1,0.426,0.408,136.7,43.0,18.91,1.35,43.1,2.37,87.2,3,2,4,0,1.11,Low,Growth Retardation,None,3,0.47,Failing,1,0.43
94,Semi-intensive,Canal,Medium,Low,30.33,8.06,5.08,7.05,28.4,0.089,0.556,127.3,50.7,14.21,1.9,179.0,1.32,94.2,7,5,2,0,0.76,Moderate,Environmental Stress,Carbon Dosing,4,0.92,Failing,1,0.84
150,Biofloc,Borewell,Low,Low,31.97,7.92,3.51,7.45,13.3,0.421,0.055,147.6,34.5,10.3,1.22,172.4,1.68,60.3,5,4,3,1,0.77,Moderate,Environmental Stress,Probiotic,1,0.36,Stable,0,0.69
93,Semi-intensive,Reservoir,High,High,26.09,8.09,2.89,7.15,16.7,0.199,0.318,117.4,32.1,21.75,1.03,46.6,1.87,81.7,7,7,9,0,0.75,Moderate,Parasitic Stress,Water Exchange,1,0.86,Stressed,0,0.86
127,Intensive,Borewell,Low,High,28.16,7.21,3.64,7.83,16.1,0.283,0.113,121.2,34.9,20.96,1.06,155.2,2.32,79.5,5,6,2,0,1.19,Low,Bacterial Load,Water Exchange,3,0.45,Stressed,1,0.83
272,Semi-intensive,Borewell,Low,Medium,30.2,8.06,4.09,7.6,16.7,0.168,0.157,138.2,38.3,20.5,2.16,58.9,2.1,91.1,0,4,5,0,1.05,Low,Multifactorial,Mineral Correction,2,0.87,Stable,0,0.33
143,Semi-intensive,Canal,Low,High,26.49,7.36,4.17,6.52,28.1,0.043,0.175,92.6,27.7,13.99,1.08,152.4,1.76,81.1,7,9,6,0,1.38,Low,Environmental Stress,Carbon Dosing,3,0.63,Stressed,1,0.64
201,Biofloc,Reservoir,High,Low,30.84,8.23,4.35,5.97,20.4,0.041,0.423,109.4,36.4,14.7,0.6,128.8,1.45,71.8,5,9,5,0,0.81,Low,Bacterial Load,None,2,0.83,Stressed,1,0.78
295,Biofloc,Borewell,High,Low,29.38,7.39,3.7,5.82,26.6,0.233,0.35,125.3,54.9,8.12,2.09,140.1,2.09,88.1,5,6,4,0,1.03,Low,Environmental Stress,Probiotic,3,0.87,Failing,0,0.66
214,Biofloc,Borewell,High,Medium,26.76,7.75,2.91,6.37,10.0,0.007,0.151,100.8,25.6,27.48,0.86,112.2,1.85,67.4,2,9,6,1,0.71,Low,Environmental Stress,Carbon Dosing,4,0.6,Stable,1,0.88
216,Semi-intensive,Canal,High,Medium,29.17,8.47,5.42,6.65,13.0,0.34,0.069,123.0,25.4,11.36,1.02,79.6,1.63,84.5,0,2,3,0,1.19,Low,Growth Retardation,Probiotic,1,0.58,Failing,0,0.57
37,Biofloc,Borewell,Medium,High,28.85,7.53,3.43,6.89,23.3,0.069,0.482,103.3,39.1,27.81,0.89,139.1,1.32,92.9,4,8,5,0,1.17,Low,Environmental Stress,Probiotic,4,0.83,Stressed,0,0.25
18,Semi-intensive,Reservoir,High,High,31.93,8.11,5.16,6.81,27.9,0.439,0.642,125.1,32.5,10.13,1.08,71.3,1.68,79.1,7,3,8,1,1.37,High,Parasitic Stress,Probiotic,2,0.66,Stressed,1,0.6
7,Semi-intensive,Reservoir,Medium,High,31.86,7.41,4.46,7.59,25.3,0.263,0.369,141.3,50.4,15.86,0.7,89.9,1.51,87.9,0,5,1,0,0.7,Low,Environmental Stress,Carbon Dosing,2,0.66,Stable,1,0.29
287,Intensive,Reservoir,High,Low,29.13,8.44,4.06,5.87,19.7,0.281,0.283,138.6,24.7,11.64,1.47,66.1,2.32,80.1,4,5,2,0,0.9,Low,Bacterial Load,Water Exchange,3,0.54,Stable,0,0.84
196,Intensive,Canal,Medium,Low,27.26,8.46,5.0,8.08,9.9,0.398,0.373,159.1,48.6,8.97,0.97,119.0,2.01,68.4,1,1,3,0,1.18,Low,Environmental Stress,Probiotic,1,0.38,Stable,0,0.71
171,Intensive,Canal,High,Low,31.85,7.36,3.74,7.04,28.0,0.329,0.185,125.7,30.7,15.85,1.8,116.3,2.28,82.5,3,6,5,0,1.23,Moderate,Environmental Stress,Carbon Dosing,4,0.54,Stressed,1,0.35
137,Biofloc,Borewell,Low,Low,30.52,8.17,4.04,6.58,13.6,0.267,0.316,158.9,41.4,12.9,0.86,160.9,1.81,67.1,3,1,7,0,1.2,Low,Parasitic Stress,Mineral Correction,1,0.59,Stable,0,0.71
288,Semi-intensive,Canal,Low,High,26.47,7.23,4.84,6.52,26.8,0.415,0.177,152.7,58.0,25.54,1.66,74.2,1.33,93.7,3,8,1,0,1.08,Low,Bacterial Load,Probiotic,1,0.93,Stable,0,0.38
17,Intensive,Reservoir,High,High,29.59,8.23,3.88,6.41,14.7,0.2,0.178,145.9,42.1,16.86,0.97,163.1,2.29,82.8,0,9,4,0,1.13,Low,Environmental Stress,Probiotic,4,0.66,Stressed,1,0.41
82,Semi-intensive,Borewell,High,High,26.68,7.73,3.56,5.51,24.6,0.296,0.723,148.2,31.0,21.29,1.59,88.8,1.59,86.2,3,2,2,0,1.09,Moderate,Growth Retardation,Mineral Correction,1,0.73,Stressed,0,0.28
105,Biofloc,Reservoir,High,Low,31.25,7.55,2.86,6.01,14.1,0.288,0.517,125.1,55.4,23.98,2.02,43.3,1.99,75.9,0,2,1,0,1.26,Moderate,Growth Retardation,Probiotic,3,0.49,Stressed,0,0.62
222,Semi-intensive,Borewell,Medium,Medium,30.42,8.26,4.41,7.03,15.8,0.4,0.366,100.7,47.4,13.41,0.73,56.3,1.33,74.3,1,4,3,0,0.75,Low,Environmental Stress,None,2,0.88,Stressed,0,0.41
26,Biofloc,Borewell,High,Medium,29.78,8.2,3.79,6.08,21.7,0.228,0.071,175.5,50.8,23.08,2.15,179.1,2.13,82.6,2,2,2,1,1.03,Low,Bacterial Load,Probiotic,2,0.89,Failing,0,0.64
232,Biofloc,Canal,High,Low,29.45,7.39,5.4,8.03,11.6,0.21,0.362,170.8,25.5,11.57,1.24,59.7,1.38,70.4,6,4,6,0,0.79,Low,Environmental Stress,Mineral Correction,4,0.54,Failing,0,0.23
206,Biofloc,Canal,High,High,32.0,7.96,3.02,7.16,15.6,0.341,0.206,107.2,20.7,18.08,1.53,74.2,2.31,84.8,0,2,5,0,0.99,Moderate,Growth Retardation,Water Exchange,1,0.52,Stable,1,0.42
171,Biofloc,Reservoir,High,High,31.04,8.48,4.81,7.86,25.4,0.036,0.12,140.8,45.9,14.91,1.97,45.8,1.62,66.9,3,6,2,0,1.12,Low,Environmental Stress,Carbon Dosing,4,0.56,Stable,0,0.8
235,Intensive,Borewell,High,Low,30.06,8.32,4.79,7.67,15.6,0.271,0.645,144.4,56.7,17.2,1.77,47.2,1.71,83.6,0,3,1,0,0.88,Low,Environmental Stress,None,1,0.61,Failing,1,0.86
83,Intensive,Borewell,Medium,Medium,27.45,7.46,2.86,5.55,11.8,0.179,0.756,176.9,26.5,21.96,0.82,53.1,1.86,77.1,3,9,2,0,1.14,Moderate,Bacterial Load,Carbon Dosing,3,0.31,Failing,0,0.77
